"Age","Elo","OppElo","Mean_CP","Std_CP","Time","WL","WhiteWL","Name"
17,2678,2541,34.54,67.5707369339414,9,0,0,"niemann"
17,2678,2613,37.5185185185185,55.4027247953107,9,0,0,"niemann"
17,2678,2675,17.3958333333333,31.7018957640621,9,1,0,"niemann"
17,2678,2635,52.04,80.2285693087776,9,0,0,"niemann"
17,2678,2598,28.468085106383,47.5905777411005,9,0,1,"niemann"
17,2678,2564,12.4237288135593,17.1093878141056,9,1,1,"niemann"
17,2678,2577,28.2857142857143,52.1748031528018,9,0,0,"niemann"
17,2678,2535,8.76666666666667,10.9124520248843,9,1,1,"niemann"
17,2678,2648,19.2424242424242,32.4442120252503,9,0,0,"niemann"
17,2678,2650,47.0151515151515,123.896668164581,9,1,1,"niemann"
18,2678,2487,13.4487179487179,26.1502389728086,10,1,1,"niemann"
18,2678,2640,14.0357142857143,18.7013212899361,10,1,0,"niemann"
18,2678,2654,5.38461538461539,9.17004599714438,10,0,0,"niemann"
18,2678,2638,30.2619047619048,49.4437643230138,10,0,0,"niemann"
18,2678,2602,30.6458333333333,42.9678205089667,10,1,0,"niemann"
18,2678,2656,29.537037037037,37.9362488885558,10,0,0,"niemann"
18,2678,2610,6.83582089552239,12.8871524171161,10,0,0,"niemann"
18,2642,2655,46.6774193548387,94.6264188257431,10,0,0,"niemann"
18,2642,2781,19.271186440678,39.2805253618892,10,0,1,"niemann"
18,2642,2663,34.75,61.0092536608838,10,1,1,"niemann"
18,2642,2672,12.0819672131148,23.5012730732949,10,0,0,"niemann"
18,2642,2611,20.5526315789474,52.0974458073438,10,0,0,"niemann"
18,2687,2570,19.1379310344828,32.0007940010387,10,0,0,"niemann"
18,2687,2578,11.5588235294118,13.2211748812517,10,0,0,"niemann"
18,2687,2701,16.3333333333333,32.0608795886825,10,1,0,"niemann"
18,2687,2644,36.037037037037,47.1568890755277,10,0,0,"niemann"
18,2687,2641,23.8181818181818,27.0617979648602,10,0,0,"niemann"
18,2688,2759,23.7319587628866,80.8658245006191,10,1,0,"niemann"
18,2688,2757,13.7735849056604,16.2890259299769,10,0,0,"niemann"
18,2688,2861,27.7333333333333,36.8223005552589,10,0,0,"niemann"
18,2688,2778,14.2857142857143,15.8179750073558,10,1,1,"niemann"
18,2688,2745,27.3958333333333,62.1599650809526,10,0,0,"niemann"
18,2688,2771,19.7857142857143,41.846348503984,10,1,1,"niemann"
18,2688,2757,17.6904761904762,27.6542133650712,10,1,0,"niemann"
18,2688,2758,21.4893617021277,32.0630305467931,10,0,0,"niemann"
18,2688,2792,32.3448275862069,52.555251369021,10,0,0,"niemann"
